"Curso","Ordem de prioridade do curso","Nota da qualificacao anterior","Nota de admissao","Deslocado","Necessidades educacionais especiais","Devedor","Genero","Bolsista","Idade na inscricao","Internacional","Materias do primeiro semestre aprovadas","Media das notas do primeiro semestre","Resultado"
"Animation and Multimedia Design",1,135,137.5,"Sim","Nao","Sim","Homem","Nao",19,"Nao",0,0,"Graduado"
"Management",4,132,120.8,"Sim","Nao","Nao","Homem","Sim",18,"Nao",4,10.8,"Desistente"
"Social Service",2,110,136.5,"Nao","Nao","Nao","Homem","Nao",28,"Nao",0,0,"Desistente"
"Agronomy",1,130,122,"Nao","Nao","Sim","Homem","Nao",25,"Nao",6,11.4285714285714,"Desistente"
"Agronomy",1,130,130,"Nao","Nao","Nao","Homem","Nao",25,"Nao",8,12.5,"Desistente"
"Management",1,135,126.3,"Nao","Nao","Nao","Homem","Nao",18,"Nao",2,13.5,"Matriculado"
"Tourism",1,133.1,98,"Nao","Nao","Nao","Homem","Nao",26,"Nao",0,0,"Desistente"
"Management",3,135,121,"Sim","Nao","Nao","Homem","Sim",18,"Nao",5,12.75,"Graduado"
"Journalism and Communication",1,128,124.2,"Sim","Nao","Nao","Homem","Nao",22,"Nao",3,11.3333333333333,"Matriculado"
"Agronomy",1,140,130,"Nao","Nao","Nao","Homem","Nao",25,"Nao",0,0,"Desistente"
"Journalism and Communication",2,135,136.1,"Sim","Nao","Nao","Homem","Nao",19,"Nao",5,11.4,"Matriculado"
"Journalism and Communication",2,131,132.8,"Sim","Nao","Nao","Homem","Nao",19,"Nao",6,14.4285714285714,"Graduado"
"Nursing",1,131,126.3,"Nao","Nao","Nao","Homem","Nao",19,"Nao",7,12.4928571428571,"Graduado"
"Social Service (Noturno)",1,100,111.5,"Nao","Nao","Nao","Homem","Nao",45,"Nao",4,11.5,"Desistente"
"Management (Noturno)",1,140,118.2,"Nao","Nao","Nao","Homem","Nao",52,"Nao",5,11.2,"Graduado"
"Management",1,124,115.6,"Sim","Nao","Nao","Homem","Nao",20,"Nao",3,12,"Desistente"
"Nursing",1,130,117.8,"Sim","Nao","Nao","Homem","Nao",19,"Nao",7,15.8857142857143,"Graduado"
"Nursing",1,142,127,"Nao","Nao","Sim","Homem","Nao",21,"Nao",4,12.94,"Desistente"
"Social Service (Noturno)",1,150,140,"Nao","Nao","Nao","Homem","Nao",35,"Nao",6,14,"Graduado"
"Animation and Multimedia Design",1,110,106,"Sim","Nao","Nao","Homem","Nao",36,"Nao",0,0,"Graduado"
"Nursing",1,110,151,"Nao","Nao","Sim","Homem","Nao",47,"Nao",0,0,"Desistente"
"Management (Noturno)",1,112,106.4,"Nao","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Management (Noturno)",1,100,125.3,"Sim","Nao","Nao","Homem","Nao",41,"Nao",4,11.25,"Desistente"
"Informatics Engineering",1,130,130,"Nao","Nao","Nao","Homem","Nao",26,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,133.1,116,"Nao","Nao","Nao","Mulher","Nao",51,"Nao",4,11.25,"Desistente"
"Management (Noturno)",2,150,120,"Nao","Nao","Nao","Mulher","Nao",43,"Nao",3,10.6666666666667,"Matriculado"
"Social Service (Noturno)",2,100,100,"Sim","Nao","Nao","Mulher","Nao",41,"Nao",5,11.8,"Graduado"
"Management",2,130,118.5,"Sim","Nao","Nao","Homem","Nao",23,"Nao",8,11.625,"Graduado"
"Social Service",2,129,118.9,"Sim","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Desistente"
"Communication Design",2,127,119.3,"Sim","Sim","Nao","Homem","Sim",25,"Nao",4,10.25,"Desistente"
"Management (Noturno)",1,140,135.8,"Sim","Nao","Nao","Homem","Nao",25,"Nao",15,10.8,"Graduado"
"Animation and Multimedia Design",1,130,130,"Sim","Nao","Nao","Homem","Sim",22,"Nao",11,12.5454545454545,"Graduado"
"Agronomy",1,133.1,129.8,"Nao","Nao","Nao","Homem","Nao",24,"Sim",7,13.5714285714286,"Matriculado"
"Veterinary Nursing",1,140,150,"Nao","Nao","Nao","Homem","Nao",47,"Nao",0,0,"Desistente"
"Management (Noturno)",1,133.1,111.9,"Sim","Nao","Nao","Homem","Nao",41,"Nao",0,0,"Desistente"
"Agronomy",1,120,150.1,"Sim","Nao","Nao","Homem","Nao",43,"Nao",6,14.7777777777778,"Graduado"
"Agronomy",1,133.1,130,"Nao","Nao","Nao","Homem","Nao",29,"Nao",0,0,"Desistente"
"Informatics Engineering",2,120,128,"Nao","Nao","Nao","Homem","Nao",30,"Nao",0,0,"Desistente"
"Management",2,133.1,102.5,"Nao","Nao","Nao","Homem","Nao",26,"Nao",0,0,"Desistente"
"Management (Noturno)",2,133.1,102.5,"Nao","Nao","Nao","Homem","Nao",27,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",2,100,110,"Nao","Nao","Nao","Homem","Sim",36,"Nao",5,11.4,"Graduado"
"Agronomy",1,133.1,114,"Nao","Nao","Nao","Homem","Nao",29,"Nao",6,11.6666666666667,"Desistente"
"Informatics Engineering",1,120,128.2,"Sim","Nao","Nao","Homem","Nao",35,"Nao",7,11.2857142857143,"Desistente"
"Journalism and Communication",1,128,116.5,"Nao","Nao","Nao","Homem","Sim",18,"Nao",4,11.5,"Graduado"
"Management (Noturno)",1,172,149.3,"Nao","Nao","Nao","Homem","Sim",24,"Nao",5,16,"Graduado"
"Journalism and Communication",3,146,134.1,"Sim","Nao","Nao","Homem","Sim",18,"Nao",6,12.5,"Desistente"
"Informatics Engineering",4,135,126.6,"Sim","Nao","Nao","Homem","Nao",18,"Nao",4,12,"Matriculado"
"Veterinary Nursing",1,160,120,"Nao","Nao","Nao","Homem","Nao",21,"Nao",0,0,"Matriculado"
"Informatics Engineering",1,150,133.5,"Sim","Nao","Nao","Homem","Nao",21,"Nao",5,13,"Graduado"
"Agronomy",1,130,110,"Nao","Nao","Nao","Homem","Nao",32,"Nao",13,13.7142857142857,"Graduado"
"Informatics Engineering",4,111,107.5,"Sim","Nao","Nao","Homem","Sim",22,"Nao",3,12.3333333333333,"Desistente"
"Agronomy",1,130,130,"Sim","Nao","Nao","Homem","Nao",32,"Nao",11,12.7272727272727,"Desistente"
"Advertising and Marketing Management",1,170,111.6,"Nao","Nao","Nao","Homem","Nao",35,"Nao",1,14,"Desistente"
"Management",3,133.1,101,"Sim","Nao","Nao","Homem","Nao",23,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,100,108.3,"Nao","Nao","Nao","Homem","Nao",39,"Nao",5,11.4,"Matriculado"
"Advertising and Marketing Management",1,120,128.2,"Nao","Nao","Nao","Homem","Nao",35,"Nao",0,0,"Desistente"
"Agronomy",1,110,150,"Nao","Nao","Nao","Homem","Nao",32,"Nao",6,18.875,"Graduado"
"Basic Education",1,133.1,142.8,"Nao","Nao","Nao","Homem","Nao",20,"Nao",0,0,"Desistente"
"Nursing",1,120,100,"Nao","Nao","Nao","Homem","Nao",34,"Nao",6,11.3333333333333,"Matriculado"
"Management (Noturno)",1,150,150,"Sim","Nao","Nao","Homem","Nao",44,"Nao",7,13.5,"Desistente"
"Tourism",1,133.1,156.5,"Nao","Nao","Nao","Homem","Nao",53,"Nao",2,15,"Graduado"
"Informatics Engineering",1,120,98.6,"Nao","Nao","Sim","Homem","Nao",28,"Nao",0,0,"Desistente"
"Management (Noturno)",1,130,130,"Nao","Nao","Nao","Homem","Nao",31,"Nao",9,14.2222222222222,"Desistente"
"Animation and Multimedia Design",1,130,118.1,"Nao","Nao","Sim","Homem","Nao",18,"Nao",0,0,"Matriculado"
"Agronomy",1,100,120,"Nao","Nao","Sim","Homem","Nao",44,"Nao",4,12,"Desistente"
"Veterinary Nursing",1,142,127.7,"Sim","Nao","Nao","Homem","Nao",19,"Nao",5,12.6,"Graduado"
"Animation and Multimedia Design",1,130,130,"Nao","Nao","Nao","Homem","Nao",21,"Sim",12,15.0833333333333,"Matriculado"
"Informatics Engineering",1,148,147.7,"Nao","Nao","Nao","Homem","Sim",18,"Nao",0,0,"Desistente"
"Agronomy",1,170,170,"Sim","Nao","Nao","Homem","Nao",20,"Nao",6,14.5,"Graduado"
"Communication Design",1,110,110.2,"Nao","Nao","Nao","Homem","Nao",55,"Nao",6,14.5,"Graduado"
"Management",1,166,146.4,"Nao","Nao","Nao","Homem","Nao",27,"Nao",3,10,"Matriculado"
"Informatics Engineering",2,135,121,"Nao","Nao","Nao","Homem","Nao",19,"Nao",0,0,"Desistente"
"Management",1,133,129.9,"Nao","Nao","Nao","Homem","Nao",18,"Nao",5,11.6,"Graduado"
"Journalism and Communication",1,133.1,132,"Nao","Nao","Nao","Homem","Nao",43,"Nao",4,11.75,"Desistente"
"Tourism",3,121,125.9,"Sim","Nao","Nao","Homem","Nao",18,"Nao",0,0,"Desistente"
"Animation and Multimedia Design",1,159,165.7,"Sim","Nao","Nao","Homem","Nao",18,"Nao",0,0,"Desistente"
"Tourism",5,130,122.7,"Sim","Nao","Sim","Homem","Sim",20,"Nao",0,0,"Desistente"
"Management (Noturno)",1,121,141.4,"Nao","Nao","Sim","Homem","Nao",29,"Nao",4,11.25,"Desistente"
"Equinculture",1,133.1,156.4,"Sim","Nao","Sim","Homem","Nao",44,"Nao",5,11.5714285714286,"Desistente"
"Informatics Engineering",1,146,148.5,"Sim","Nao","Nao","Homem","Nao",18,"Nao",4,10,"Matriculado"
"Agronomy",1,140,140,"Nao","Nao","Nao","Homem","Sim",20,"Nao",5,13.8333333333333,"Matriculado"
"Communication Design",1,125,131.7,"Sim","Nao","Nao","Homem","Nao",20,"Nao",4,12.75,"Desistente"
"Management",2,120,104.7,"Sim","Nao","Nao","Homem","Nao",36,"Nao",0,0,"Desistente"
"Equinculture",1,150,150,"Sim","Nao","Nao","Homem","Nao",19,"Nao",5,11.6,"Matriculado"
"Veterinary Nursing",1,110,110,"Nao","Nao","Nao","Homem","Nao",29,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,120,129.1,"Sim","Nao","Nao","Homem","Nao",18,"Nao",4,11.25,"Desistente"
"Agronomy",1,133.1,120,"Nao","Nao","Nao","Homem","Nao",24,"Nao",0,0,"Desistente"
"Journalism and Communication",1,133.1,127,"Nao","Nao","Nao","Homem","Nao",20,"Nao",6,14.3333333333333,"Graduado"
"Social Service (Noturno)",1,133.1,151.5,"Nao","Nao","Sim","Homem","Nao",45,"Nao",0,0,"Desistente"
"Nursing",2,130,126.8,"Sim","Nao","Nao","Homem","Sim",28,"Nao",20,13.5,"Graduado"
"Tourism",1,160,140.8,"Sim","Nao","Nao","Homem","Nao",23,"Nao",6,12.6666666666667,"Matriculado"
"Nursing",1,128,125.6,"Sim","Nao","Nao","Homem","Nao",18,"Nao",7,12.4442857142857,"Graduado"
"Management",2,140,127.8,"Sim","Nao","Nao","Homem","Nao",23,"Nao",3,10.6666666666667,"Desistente"
"Animation and Multimedia Design",1,120,120,"Sim","Nao","Nao","Homem","Nao",22,"Nao",0,0,"Matriculado"
"Communication Design",1,140,131.3,"Nao","Nao","Nao","Homem","Sim",22,"Nao",6,12.6666666666667,"Graduado"
"Management (Noturno)",1,120,155.7,"Nao","Nao","Nao","Homem","Nao",33,"Nao",5,13.2,"Graduado"
"Agronomy",1,130,128.5,"Nao","Nao","Nao","Homem","Nao",21,"Nao",10,12.7,"Graduado"
"Management",1,100,170,"Nao","Nao","Nao","Homem","Nao",45,"Nao",5,14.8333333333333,"Graduado"
"Agronomy",1,133.1,100,"Nao","Nao","Nao","Homem","Nao",44,"Nao",4,11.5,"Desistente"
"Advertising and Marketing Management",1,110,107.2,"Nao","Nao","Nao","Homem","Nao",42,"Nao",0,0,"Desistente"
"Management",1,147,139.3,"Sim","Nao","Nao","Homem","Nao",20,"Nao",0,0,"Desistente"
"Management",6,133,123.2,"Sim","Nao","Nao","Homem","Nao",20,"Nao",3,12.6666666666667,"Matriculado"
"Tourism",2,137,122.3,"Sim","Nao","Nao","Homem","Sim",20,"Nao",6,14.7142857142857,"Graduado"
"Journalism and Communication",2,124,127.9,"Sim","Nao","Nao","Homem","Nao",20,"Nao",3,13.6666666666667,"Matriculado"
"Management",2,128,120.3,"Nao","Nao","Nao","Homem","Nao",19,"Nao",5,10.8,"Matriculado"
"Social Service (Noturno)",1,120,128.5,"Nao","Nao","Sim","Homem","Nao",26,"Nao",4,10.5,"Desistente"
"Agronomy",1,133.1,150,"Nao","Nao","Nao","Homem","Nao",31,"Nao",6,15,"Graduado"
"Journalism and Communication",1,142,136.1,"Nao","Nao","Sim","Homem","Sim",19,"Nao",6,12.6666666666667,"Graduado"
"Journalism and Communication",1,100,128,"Sim","Nao","Nao","Homem","Nao",28,"Nao",6,13.1666666666667,"Graduado"
"Animation and Multimedia Design",1,149,158.1,"Sim","Nao","Nao","Homem","Sim",20,"Nao",0,0,"Graduado"
"Social Service (Noturno)",2,110,108.7,"Sim","Nao","Nao","Mulher","Nao",43,"Nao",6,13,"Graduado"
"Animation and Multimedia Design",1,133.1,110,"Nao","Nao","Nao","Homem","Sim",25,"Sim",0,0,"Desistente"
"Social Service",1,133.1,120,"Nao","Sim","Sim","Mulher","Nao",40,"Nao",2,10,"Desistente"
"Veterinary Nursing",1,150,150,"Nao","Nao","Nao","Mulher","Nao",20,"Sim",6,13.3333333333333,"Graduado"
"Social Service (Noturno)",1,133.1,113,"Nao","Nao","Nao","Mulher","Nao",46,"Nao",3,12.3333333333333,"Graduado"
"Biofuel Production Technologies",1,121,118.6,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",20,13.1818181818182,"Graduado"
"Nursing",1,133.1,148.8,"Nao","Nao","Nao","Mulher","Sim",34,"Nao",6,12.5133333333333,"Graduado"
"Basic Education",3,122,120.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Nursing",6,143,127,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,13.5857142857143,"Graduado"
"Oral Hygiene",1,123,113.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,11.1555555555556,"Graduado"
"Social Service (Noturno)",1,120,108,"Nao","Nao","Nao","Homem","Sim",37,"Nao",6,11.8571428571429,"Graduado"
"Animation and Multimedia Design",1,114,129.1,"Nao","Nao","Nao","Homem","Sim",23,"Nao",0,0,"Graduado"
"Communication Design",1,114,135.9,"Nao","Nao","Nao","Homem","Nao",26,"Nao",14,14,"Graduado"
"Journalism and Communication",2,154.4,154.4,"Sim","Nao","Nao","Mulher","Nao",18,"Sim",5,12,"Desistente"
"Nursing",1,190,190,"Sim","Nao","Nao","Mulher","Nao",18,"Sim",4,11.575,"Matriculado"
"Nursing",4,136,132.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,13.1985714285714,"Graduado"
"Veterinary Nursing",2,163.3,163.3,"Nao","Nao","Nao","Mulher","Nao",18,"Sim",6,13.5,"Graduado"
"Advertising and Marketing Management",1,126,122.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13.3333333333333,"Desistente"
"Informatics Engineering",4,122,121,"Sim","Nao","Nao","Homem","Nao",20,"Sim",4,14.25,"Matriculado"
"Communication Design",1,137,131.8,"Nao","Nao","Nao","Mulher","Sim",22,"Nao",6,12.1666666666667,"Graduado"
"Nursing",3,139,135,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,12.2142857142857,"Graduado"
"Tourism",1,142,141.7,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,12.6666666666667,"Graduado"
"Journalism and Communication",3,133.1,131.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,12.2857142857143,"Graduado"
"Tourism",6,126,123.9,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13,"Graduado"
"Tourism",2,131,126.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12.1428571428571,"Graduado"
"Nursing",6,131,126.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.8757142857143,"Graduado"
"Basic Education",1,108,107.3,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",0,0,"Desistente"
"Social Service",4,133.1,95,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,11.6666666666667,"Desistente"
"Veterinary Nursing",2,122,116.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.1538461538462,"Graduado"
"Communication Design",4,143,134.6,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,14.5,"Desistente"
"Nursing",6,135,128,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,14.4414285714286,"Graduado"
"Journalism and Communication",2,148,144.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,15.1666666666667,"Graduado"
"Management",1,134,129.5,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,11.6,"Graduado"
"Journalism and Communication",1,122,116.8,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",6,11.6666666666667,"Graduado"
"Agronomy",1,160,160,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",6,12.625,"Graduado"
"Social Service",2,126,127.1,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",3,12.6666666666667,"Graduado"
"Equinculture",1,138,126.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,12.8333333333333,"Matriculado"
"Social Service",1,115,112.9,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,11.8571428571429,"Graduado"
"Basic Education",2,141,130.2,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,11.4,"Matriculado"
"Equinculture",1,100,100,"Nao","Nao","Nao","Mulher","Nao",19,"Sim",5,14.8571428571429,"Matriculado"
"Advertising and Marketing Management",1,130,121.6,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,14.7142857142857,"Graduado"
"Advertising and Marketing Management",1,130,130,"Nao","Sim","Sim","Mulher","Nao",20,"Sim",6,13.5,"Graduado"
"Equinculture",1,135,121.7,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",4,11.5,"Graduado"
"Management",1,120,120,"Nao","Nao","Nao","Mulher","Nao",33,"Nao",2,14,"Desistente"
"Basic Education",1,148,143.5,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,12.8333333333333,"Desistente"
"Oral Hygiene",2,136,128.3,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,13.4285714285714,"Graduado"
"Communication Design",1,108,111.9,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Agronomy",1,140,140,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",3,11.6666666666667,"Matriculado"
"Journalism and Communication",3,153,137.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,16,"Graduado"
"Social Service",1,135,135,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,13.8333333333333,"Graduado"
"Nursing",5,146,133.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",8,13.2325,"Graduado"
"Journalism and Communication",2,130,126.9,"Sim","Nao","Nao","Homem","Sim",18,"Nao",6,14,"Graduado"
"Tourism",2,113,106.7,"Sim","Nao","Sim","Homem","Sim",19,"Nao",2,10,"Desistente"
"Social Service (Noturno)",1,145.7,145.7,"Sim","Nao","Nao","Mulher","Nao",25,"Sim",15,13.3333333333333,"Graduado"
"Communication Design",3,145,153.1,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,12.5,"Matriculado"
"Social Service (Noturno)",1,126,118.7,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,12.5,"Graduado"
"Management (Noturno)",1,160,161.8,"Sim","Nao","Sim","Homem","Nao",33,"Nao",2,10.5,"Desistente"
"Informatics Engineering",4,134,124.9,"Sim","Nao","Sim","Homem","Nao",18,"Nao",3,10.6666666666667,"Matriculado"
"Informatics Engineering",1,163,150.8,"Sim","Nao","Nao","Homem","Nao",18,"Nao",4,10.5,"Matriculado"
"Management",1,130,130,"Nao","Nao","Nao","Mulher","Nao",19,"Sim",4,12,"Graduado"
"Animation and Multimedia Design",2,165,163.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Matriculado"
"Management",1,142,115,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,11.5,"Matriculado"
"Journalism and Communication",1,156,136.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,14,"Desistente"
"Basic Education",5,141,130.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.5,"Graduado"
"Nursing",3,143,127,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",8,13.07375,"Graduado"
"Nursing",1,133.1,120,"Nao","Nao","Nao","Mulher","Nao",37,"Nao",2,10.75,"Desistente"
"Social Service",1,133,126,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",1,12,"Matriculado"
"Tourism",1,172,153.8,"Sim","Nao","Nao","Mulher","Sim",20,"Sim",6,14,"Graduado"
"Social Service",1,140,140,"Nao","Nao","Nao","Homem","Nao",21,"Sim",6,12.3333333333333,"Graduado"
"Nursing",1,142,136.6,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,13.4642857142857,"Graduado"
"Social Service (Noturno)",1,140,105,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",3,10.6666666666667,"Matriculado"
"Management",1,133.1,139.4,"Nao","Nao","Sim","Mulher","Nao",41,"Nao",5,11.6,"Matriculado"
"Journalism and Communication",2,148,140,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.6666666666667,"Graduado"
"Nursing",4,137,130.8,"Nao","Nao","Sim","Mulher","Nao",18,"Nao",8,14.4025,"Graduado"
"Nursing",1,143,138.8,"Sim","Nao","Nao","Mulher","Nao",31,"Nao",7,15.46875,"Graduado"
"Social Service",1,133.1,110,"Nao","Nao","Sim","Mulher","Nao",23,"Nao",6,12.625,"Graduado"
"Nursing",4,138,127.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,14.9833333333333,"Graduado"
"Journalism and Communication",3,138,134.2,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,15,"Graduado"
"Social Service (Noturno)",1,150,143,"Nao","Nao","Nao","Mulher","Nao",40,"Nao",9,15.8888888888889,"Graduado"
"Veterinary Nursing",1,120,120,"Sim","Nao","Sim","Mulher","Nao",32,"Nao",4,11.5,"Desistente"
"Tourism",4,110,113.2,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",2,10.5,"Desistente"
"Nursing",4,146,135.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.9833333333333,"Graduado"
"Social Service",1,148,143.5,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,13,"Graduado"
"Social Service",1,145,148.9,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.6666666666667,"Graduado"
"Agronomy",1,133.1,115.6,"Sim","Nao","Nao","Mulher","Nao",27,"Nao",0,0,"Desistente"
"Management",1,160,159.3,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,14.4,"Graduado"
"Management (Noturno)",1,150,138.5,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",4,12,"Matriculado"
"Basic Education",1,130,133.2,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,14.1666666666667,"Graduado"
"Social Service (Noturno)",2,120,117.6,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,12.2,"Graduado"
"Management",2,115,108.7,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",3,12,"Matriculado"
"Management",4,133.1,106,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",2,10.5,"Matriculado"
"Basic Education",1,120,122.6,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",3,12.3333333333333,"Desistente"
"Basic Education",4,134,127.4,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,12.2,"Matriculado"
"Agronomy",1,133.1,100,"Nao","Nao","Nao","Mulher","Nao",30,"Nao",0,0,"Desistente"
"Basic Education",1,133.1,95,"Sim","Nao","Sim","Mulher","Nao",22,"Nao",6,11.5,"Matriculado"
"Management",1,130,130,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",9,10.8888888888889,"Graduado"
"Oral Hygiene",1,120,122.8,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",6,12.1666666666667,"Desistente"
"Management",1,115,115,"Sim","Nao","Nao","Mulher","Nao",23,"Nao",2,10,"Matriculado"
"Communication Design",1,135,145.9,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,12.6666666666667,"Graduado"
"Communication Design",1,133.1,143,"Sim","Nao","Sim","Mulher","Nao",21,"Nao",5,11.4,"Desistente"
"Animation and Multimedia Design",1,145,100,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",0,0,"Desistente"
"Veterinary Nursing",3,130,121.3,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",2,13,"Matriculado"
"Basic Education",3,118,121.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,13.4,"Matriculado"
"Basic Education",3,138,125.1,"Sim","Sim","Nao","Mulher","Sim",19,"Nao",6,13.5,"Desistente"
"Tourism",1,122,112.9,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",4,12.25,"Matriculado"
"Social Service",3,126,120.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,12.2857142857143,"Graduado"
"Veterinary Nursing",5,121,114,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Social Service",1,152,132.1,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",2,10.5,"Desistente"
"Veterinary Nursing",1,160,160,"Nao","Nao","Nao","Mulher","Nao",27,"Nao",3,14,"Graduado"
"Veterinary Nursing",1,134,134,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",5,14.2,"Graduado"
"Journalism and Communication",1,128,124.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,13,"Desistente"
"Tourism",4,125,115.6,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,11,"Graduado"
"Management (Noturno)",1,130,128.2,"Nao","Nao","Nao","Mulher","Nao",34,"Nao",3,11,"Desistente"
"Nursing",2,138,132.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12.3857142857143,"Graduado"
"Journalism and Communication",2,121,123.1,"Sim","Nao","Nao","Homem","Nao",20,"Nao",4,14.75,"Graduado"
"Equinculture",1,134,125.6,"Sim","Nao","Nao","Mulher","Nao",20,"Sim",5,16.1666666666667,"Graduado"
